questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
"Real code:

public class OrderLog {

    private final List<String> orders = new ArrayList<>();

    public void add(String order) {
        orders.add(order);
    }

    public int size() {
        return orders.size();
    }
}

public class LogTask implements Runnable {

    private final OrderLog log;
    private final String name;

    public LogTask(OrderLog log, String name) {
        this.log = log;
        this.name = name;
    }

    @Override
    public void run() {
        for (int i = 1; i <= 500; i++) {
            log.add(name + ""-"" + i);
        }
    }
}

Two threads each add 500 entries to the same OrderLog. What is the critical section, and what can go wrong?",Nothing can go wrong - ArrayList handles multiple threads,"orders.add() is the critical section. ArrayList is not built for concurrent use, so size() can end up below 1000, entries can be lost, and in the worst case the internal array resize corrupts and throws",Only the size() method is at risk,The entries would be out of order but all 1000 would be present,,2,"The same lost-update idea as count++, one level up: add() reads a size, writes a slot and updates the size. Marking add() synchronized fixes it.",2
"Real code:

public class SalesTotal {

    private double total = 0.0;

    public void addSale(double amount) {
        total = total + amount;
    }

    public double getTotal() {
        return total;
    }
}

Several threads call addSale() with different amounts. Is total = total + amount safe?","Yes, because addition is a single operation","No. It is read, add, write - exactly the same three steps as count++, so sales can be lost. It needs synchronized","Yes, because double is a primitive type","Yes, as long as no two threads pass the same amount",,2,The shape does not care what the variable is called or what type it has. Any read-then-write of shared data from two threads is the same problem.,2
"Real code:

public class PriceList {

    private final Map<String, Double> prices = new HashMap<>();

    public PriceList() {
        prices.put(""chips"", 2.50);
        prices.put(""soda"", 1.75);
    }

    // nothing ever calls put() after the constructor
    public double priceOf(String item) {
        return prices.get(item);
    }
}

Several threads call priceOf() at the same time. Nothing ever calls put() after the constructor finishes. Does this need synchronized?",Yes - every shared object needs a lock,"No. The map is never modified after construction, and concurrent reads of unchanging data cannot interfere. Adding a lock here would only make it slower","Yes, because HashMap is not thread-safe","Only priceOf() needs the lock, not the constructor",,2,An important counter-example. Shared data is not automatically a critical section - the danger comes from shared data that CHANGES. Locking read-only data is pure cost.,2
"Real code:

public class ReportTask implements Runnable {

    private final int n;

    public ReportTask(int n) {
        this.n = n;
    }

    @Override
    public void run() {
        int total = 0;                       // local
        for (int i = 1; i <= n; i++) {
            total = total + i;
        }
        System.out.println(""total is "" + total);
    }
}

Four threads each run their own ReportTask. Is total a critical section?",Yes - four threads are updating total,"No. total is a local variable inside run(), so every thread gets its own separate copy. Nothing is shared, so nothing needs a lock","Yes, because the loop modifies it repeatedly",Only if n is the same for all four threads,,2,"The other essential counter-example: locals live per call, so per thread. Only fields of a shared object, or static fields, can be contested.",2
"Across the bank account, the seat booking, the parking spot and getInstance(), what are the two ingredients that must BOTH be present for a race condition to exist?","Two or more threads, and a slow method","Data that is shared between the threads, AND at least one thread changing it. Remove either ingredient and the race disappears","A synchronized keyword that is missing, and a loop","Multiple cores, and a shared object",,2,This is the test to apply to any piece of code. The price list showed shared-but-unchanging is fine; the report task showed changing-but-not-shared is fine. Trouble needs both.,2
"Real code:

public class BankAccount {

    private int balance = 1000;

    public void withdraw(int amount) {
        if (balance >= amount) {          // check
            balance = balance - amount;   // then act
            System.out.println(""paid out "" + amount);
        } else {
            System.out.println(""declined"");
        }
    }

    public int getBalance() {
        return balance;
    }
}

public class SeatBooking {

    private boolean[] booked = new boolean[50];

    public void book(int seat, String customer) {
        if (!booked[seat]) {              // check
            booked[seat] = true;          // then act
            System.out.println(customer + "" got seat "" + seat);
        } else {
            System.out.println(""seat "" + seat + "" already taken"");
        }
    }
}

Both of these have the shape 'check a condition, then act on it'. Why is it not enough to lock only the action?",It is enough - the action is the only part that changes data,"Because another thread can run between the check and the action, making the checked condition false by the time you act on it. The decision and the action have to be one indivisible unit",Because the check is slower than the action,Because Java does not allow locking a single statement,,2,"The most common way a lock gets added and still fails to fix anything. The lock has to cover the whole decision, not just the write at the end.",2
"Real code:

public class Counter {

    private int count = 0;

    // critical section
    public synchronized void increment() {
        count++;
        try {
            Thread.sleep(5000);
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }

    public int getCount() {
        return count;
    }
}

When a thread enters this synchronized method, what exactly does it acquire a lock on?","The increment() method, so no thread anywhere can run that method",The Counter OBJECT it was called on. Another thread can freely run increment() on a DIFFERENT Counter instance at the same time,"The Counter class, so all Counter objects are locked together",The count field only,,2,A synchronized instance method locks 'this'. That is why the demo has to hand both threads the SAME Counter for the contention to happen at all.,2
"Real code:

public class Counter {

    private int count = 0;

    // critical section
    public synchronized void increment() {
        count++;
        try {
            Thread.sleep(5000);
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }

    public int getCount() {
        return count;
    }
}

// Main - two separate counters this time
Counter a = new Counter();
Counter b = new Counter();

Thread p1 = new Thread(new CounterRunnable(a), ""person1"");
Thread p2 = new Thread(new CounterRunnable(b), ""person 2"");

p1.start();
p2.start();

Each thread now has its OWN Counter. Will p2 ever report BLOCKED?","Yes - increment() is synchronized, so only one thread can be in it","No. The lock is on the object, and they are locking different objects, so neither ever waits for the other. Each counter ends at 1000","Yes, because both threads run the same CounterRunnable class","No, and the counts will be wrong because there is no shared lock",,2,Turning the class-41 demo into this version is the clearest way to show what the lock is attached to. No sharing means no contention and no need for the keyword at all.,2
"Real code:

public class Inventory {

    private int stock = 100;
    private int sold = 0;

    public synchronized void sell() {
        stock--;
        sold++;
    }

    public synchronized void restock(int units) {
        stock = stock + units;
    }
}

Thread A is inside sell(). Thread B calls restock() on the SAME Inventory object. Can B proceed?","Yes - they are different methods, so they use different locks","No. Both are synchronized instance methods, so both need the lock on that same object. B waits until A leaves sell()","Yes, because restock() only increases stock",Only if stock is currently above zero,,2,"There is one lock per object, not one per method. This is correct here - both methods touch stock, so they genuinely must not overlap - but it does mean unrelated synchronized methods block each other too.",2
"Real code:

public class Counter {

    private int count = 0;

    // critical section
    public synchronized void increment() {
        count++;
        try {
            Thread.sleep(5000);
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }

    public int getCount() {
        return count;
    }
}

public class Counter {

    private int count = 0;

    public void increment() {
        synchronized (this) {
            count++;
        }
        try {
            Thread.sleep(5000);              // now OUTSIDE the lock
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }
}

The second version keeps the lock only around count++ and moves the sleep outside it. Is the count still correct, and what else changes?","The count becomes unreliable, because the lock is now too small","The count is still exactly 2000 - count++ is fully protected. What changes is that the two threads can now sleep at the same time instead of taking turns, so it finishes far faster",Nothing changes at all,It no longer compiles - synchronized blocks cannot be used on this,,2,"The lock only has to cover the shared data, not everything nearby. Shrinking it to the smallest correct region keeps correctness and removes most of the waiting.",2
Does adding synchronized make a program faster or slower?,"Faster, because it stops threads interfering with each other","Slower. Threads take turns instead of running together, and acquiring the lock costs a little. You accept that cost because the alternative is a wrong answer",It makes no difference to speed,"Faster on multiple cores, slower on one core",,2,"Worth stating plainly. synchronized is not an optimisation - it is a correctness tool with a performance cost, which is why you make the locked region as small as it can safely be.",2
"Real code:

public class Counter {

    private int count = 0;

    // critical section
    public synchronized void increment() {
        count++;
        try {
            Thread.sleep(5000);
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }

    public int getCount() {
        return count;
    }
}

increment() sleeps for 5 seconds while HOLDING the lock. Why is that right for this demo and wrong in real code?",It is correct in both cases - locks should be held during slow work,"For the demo it is essential: holding the lock for a long time is the only reason BLOCKED is visible. In real code it is bad, because every other thread is stuck waiting while nothing useful happens",It is wrong in both cases - the demo should not need a sleep,It is fine in real code as long as the sleep is under 10 seconds,,2,"The rule for real code is to never do anything slow - sleeping, network calls, file reads - while holding a lock. Say so during the demo, or someone copies the pattern into something that matters.",2
"Real code:

public class Counter {

    private int count = 0;

    // critical section
    public synchronized void increment() {
        count++;
        try {
            Thread.sleep(5000);
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }

    public int getCount() {
        return count;
    }
}

public class CounterRunnable implements Runnable {

    private final Counter counter;

    public CounterRunnable(Counter counter) {
        this.counter = counter;
    }

    public void doWork() {
        for (int i = 1; i <= 1000; i++) {
            counter.increment();
        }
    }

    @Override
    public void run() {
        counter.doWork();
    }
}

Two threads, 1000 iterations each, and a 5 second sleep inside the synchronized method. Why does this take about 2.8 hours rather than about 1.4?",Because thread switching adds overhead on every iteration,Because the lock lets only one thread sleep at a time. All 2000 sleeps happen one after another - 2000 times 5 seconds - instead of the two threads sleeping in parallel,Because sleep() is inaccurate over long runs,Because the count has to be recalculated after each increment,,2,If the sleep were outside the lock the two threads would overlap and it would take roughly half as long. The lock is what removes the overlap.,2
"Real code:

public class Counter {

    private int count = 0;

    // critical section
    public synchronized void increment() {
        count++;
        try {
            Thread.sleep(5000);
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }

    public int getCount() {
        return count;
    }
}

You keep the 5 second sleep but move it outside the synchronized block, as in the earlier version. Roughly how long does the same 2 x 1000 run now take?",Still about 2.8 hours,"About 1.4 hours - each thread does its own 1000 sleeps, but the two threads now sleep at the same time, so the total is halved",About 5 seconds,About 10 seconds,,2,"Still far too long for a class, which is why the real fix for the demo is a much smaller sleep. But it does show precisely what the lock was costing.",2
"Real code:

public class Counter {

    private int count = 0;

    // critical section
    public synchronized void increment() {
        count++;
        try {
            Thread.sleep(5000);
        } catch (InterruptedException e) {
            System.out.println(""Interrupted"");
        }
    }

    public int getCount() {
        return count;
    }
}

// Main
p1.start();

Thread.sleep(100);
p2.start();

System.out.println(p2.getState());

p2 is started and immediately its state is printed as BLOCKED. How long will p2 stay BLOCKED, given the code above?","A few milliseconds, until the scheduler gives it a turn","Nearly 5 seconds for its first entry, because p1 holds the lock for the whole duration of its sleep - and it will keep hitting that wait on almost every one of its 1000 iterations",It stays BLOCKED forever - this is a deadlock,"Exactly 100 ms, matching main's sleep",,2,Note this is not a deadlock. p2 does get in eventually and finishes correctly; it just spends almost all of its life waiting.,2
"Summarise the trade-off that the counter demo demonstrates, in one sentence.",synchronized makes threaded code both faster and correct,synchronized buys a correct answer - exactly 2000 every time - and the price is that the threads no longer run at the same time inside the locked region,synchronized should be added to every method to be safe,synchronized is only needed when threads run on different cores,,2,Both halves matter. Adding it everywhere would make a program correct and needlessly slow; the skill is identifying which regions genuinely need it and keeping them small.,2
