questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
"In the text-formatting example, what would change if you constructed new ItalicDecorator(new BoldDecorator(new PlainText(""hello""))) instead — same two decorators, reversed order?",It's impossible to reverse decorator order once written,The output would be completely empty,"The final string is still visually similar (***hello***) since the markers stack either way here, but the actual markup layering order differs internally — bold gets applied first, then italic wraps around it, which matters if the rendering rules for combined markup ever differ by nesting order",ItalicDecorator cannot wrap BoldDecorator since both extend the same base class,,3,"Nesting order always matters structurally, even when two particular decorators happen to produce visually similar output for this specific example.",1
"Going back to the strategy-mixing idea discussed for payments: FeeDecorator holds both an IPayment ip (from PaymentDecorator) AND a FeeStrategy feeStrategy (injected separately). Which design principle does injecting feeStrategy via the constructor, rather than hardcoding fee logic inside FeeDecorator.pay(), actually demonstrate?",Observer — because FeeDecorator notifies the strategy of every payment,This has no formal name; it's just convenient shorthand,Singleton — because only one FeeStrategy object should ever exist,"Dependency Injection combined with Strategy — FeeDecorator depends on the FeeStrategy abstraction rather than a concrete calculation, so the actual fee logic can vary (CardFeeStrategy vs UpiFeeStrategy) without changing FeeDecorator's own source code",,4,"Constructor-injecting a behavior-defining interface, rather than hardcoding a specific calculation, is exactly the Strategy pattern's shape.",1
"With strategies mixed in:

IPayment cardWithFee = new FeeDecorator(new Card(), new CardFeeStrategy());
IPayment upiWithFee = new FeeDecorator(new UPI(), new UpiFeeStrategy());

If someone accidentally writes new FeeDecorator(new Card(), new UpiFeeStrategy()) — mismatching the payment type and the strategy — does this cause a compile error?","No — since both CardFeeStrategy and UpiFeeStrategy implement the same FeeStrategy interface, this compiles fine; the mismatch is a logical/business error (wrong fee rule applied to Card), not a type error the compiler can catch",Yes — this throws a ClassCastException immediately,"No, and there's no real risk here since fee calculation logic is identical across strategies anyway",Yes — Java enforces that a Card object can only be paired with a CardFeeStrategy at compile time,,1,"The type system only checks that the strategy satisfies the interface, not that it's the semantically correct one for the paired payment type.",1
Given the previous question's finding — that mismatched payment/strategy pairs compile fine but are logically wrong — what's a reasonable way to reduce (not eliminate) this risk without abandoning the Strategy-injection design?,There's no reasonable fix; Strategy injection should be abandoned entirely for this use case,"A factory method (e.g. PaymentFactory.createCardPaymentWithFee()) that always constructs the correct Card + CardFeeStrategy pairing internally, so calling code never manually mismatches them — while still allowing direct construction for flexibility when genuinely needed",Force Card to extend CardFeeStrategy directly so mismatches become impossible,"Make FeeStrategy a single class with an if-else on payment type internally, removing the need for separate strategy classes",,2,A factory that pairs the correct concrete types together is a common way to keep flexible constructors while reducing the chance of accidental mismatches.,1
"A gift-wrapping e-commerce feature: Product interface has double getPrice(). You want GiftWrapDecorator (adds a flat wrapping fee) and PersonalizedNoteDecorator (adds a smaller flat fee) — both being purely additive dollar amounts with no type-specific variation needed. Does this scenario actually need Strategy mixed in, or is plain Decorator enough?","This scenario is impossible to solve with Decorator, only Strategy can handle add-on pricing","It requires both Decorator and Strategy no matter what, since Strategy is mandatory in any Decorator use case","Plain Decorator is enough here — since neither wrapping fee nor note fee varies by product type, there's no second axis of variation to justify adding Strategy; introducing it would be unnecessary complexity for a problem that doesn't exist yet",Strategy is always required whenever more than one decorator exists,,3,Strategy should only be added when there's genuine type-specific variation to handle — not by default on every decorator.,1
"This connects to a bigger point: Strategy should only be layered into Decorator when there's a genuine second axis of variation (like fee logic differing by payment type). What's the risk of reflexively adding Strategy to every decorator ""just in case,"" even when nothing currently varies by type?",There's no risk — more abstraction is always strictly better regardless of whether it's currently needed,It would make the code impossible to unit test,It would cause a runtime performance penalty in every case,"It adds real complexity (extra interfaces, extra classes, extra constructor parameters) for a dimension of variation that doesn't exist yet, making the code harder to read and reason about without providing any actual current benefit — premature generalization",,4,"Adding abstraction ahead of an actual need is a real cost, not a free safety margin — this is the premature-generalization trap.",1
"A car customization app has Vehicle interface with double getPrice(). SedanBase implements Vehicle returns a base price. SunroofDecorator and LeatherSeatsDecorator each add their own flat cost. If a dealership later wants sunroof pricing to differ by car MODEL (sedan vs SUV) while leather seat pricing stays flat regardless of model, how would you apply what was just discussed?","Only SunroofDecorator needs a SunroofPricingStrategy injected (since only its logic varies by model) — LeatherSeatsDecorator can stay a plain decorator with hardcoded flat pricing, since nothing about its behavior varies by an external factor",This requires switching the whole design to Factory Method instead of Decorator,"Both decorators must get a strategy injected, since consistency across all decorators is required",Neither decorator can use Strategy since Vehicle.getPrice() takes no parameters,,1,"Strategy is applied selectively, only where a real second axis of variation actually exists — not uniformly across every decorator in the system.",1
"Circle back to something clarified earlier: Adapter and Decorator both wrap an object and implement a shared interface. Given a PaymentDecorator implements IPayment and (hypothetically) a LegacyCashAdapter implements IPayment both sitting in your codebase, could you validly do new FeeDecorator(new LegacyCashAdapter(new OldCashRegister()))?",No — this would require LegacyCashAdapter and FeeDecorator to be in the same class hierarchy,"Yes — since LegacyCashAdapter satisfies IPayment (that's its whole job), FeeDecorator's constructor (which just needs an IPayment) doesn't care whether what it's wrapping is a plain payment class, another decorator, or an adapter bridging something entirely incompatible","Yes, but only if OldCashRegister also implements IPayment directly",No — Adapter-produced objects can never be passed into a Decorator's constructor,,2,"Because both patterns are built around the same target-interface shape, objects produced by one can be freely composed with the other.",1
"Given the previous question's answer, what does this reveal about why both Adapter and Decorator are built around ""implement the target interface, hold the wrapped object via composition""?",It only works because IPayment has exactly one method,It's a coincidence with no real design significance,"That shared shape is exactly what makes them freely composable with each other — any object satisfying IPayment (whether original, decorated, or adapted) can be treated identically by any code (including other decorators) expecting IPayment, regardless of how many layers of translation or added behavior sit underneath",It means Adapter and Decorator are actually the same pattern despite different names,,3,Consistent target-interface-plus-composition is precisely what lets independently-written wrapping classes interoperate seamlessly.,1
"A notification system has INotifier interface with void notifyUser(String msg). EmailNotifier and SMSNotifier implement it directly. You want to add ""retry on failure"" and ""log every attempt"" as optional wrap-around behaviors, usable on either notifier, in any combination. Sketch the decorator class names and what each would need to hold.",Add boolean shouldRetry and boolean shouldLog fields directly to INotifier interface itself,"RetryDecorator and LoggingDecorator should each directly extend EmailNotifier, since that's the most common notifier type","RetryEmailNotifier, RetrySMSNotifier, LoggingEmailNotifier, LoggingSMSNotifier, LoggingRetryEmailNotifier, LoggingRetrySMSNotifier — one class per combination","NotifierDecorator implements INotifier (abstract, holds a protected INotifier notifier field, constructor takes an INotifier), with RetryDecorator and LoggingDecorator each extending it and overriding notifyUser() to add their own behavior around a call to notifier.notifyUser(msg)",,4,Same shared-base-plus-concrete-decorators shape as every other example — this is the general template for the pattern regardless of domain.,1
"In the notifier example, if RetryDecorator.notifyUser() calls notifier.notifyUser(msg) inside a loop (retrying up to 3 times if an exception is thrown), and this RetryDecorator is wrapped by a LoggingDecorator on the outside, how many times does LoggingDecorator's own logging code run per single top-level notifyUser() call?","Just once overall — LoggingDecorator.notifyUser() is only invoked one time by the caller; it calls notifier.notifyUser(msg) once (which happens to be the RetryDecorator, whose own internal loop retries 3 times, but that looping is entirely inside RetryDecorator's single call, invisible to LoggingDecorator)",LoggingDecorator and RetryDecorator cannot be combined since one contains a loop,"Three times, since LoggingDecorator wraps RetryDecorator and inherits its retry count automatically","It depends on which decorator was constructed first, not which is outermost",,1,Whatever happens inside one decorator's method body (including internal loops) is entirely opaque to whichever decorator wraps it — only the single call boundary is visible outward.,1
"This raises a subtle design question: should RetryDecorator be the OUTER layer (wrapping LoggingDecorator) instead, so each individual retry attempt gets logged separately? What determines which ordering is ""correct""?",LoggingDecorator must always be outermost by definition of the pattern,"There's no universally correct ordering — it depends entirely on what behavior you actually want (log only the final outcome vs. log every retry attempt); the decorator pattern gives you the flexibility to choose either by nesting order, but doesn't dictate which is right",The compiler enforces a specific required ordering based on class declaration order,RetryDecorator must always be innermost by definition of the pattern,,2,"Ordering is a design decision left entirely to whoever constructs the chain, based on the actual behavior desired.",1
"A test wants to verify that FeeDecorator(new Card(), someStrategy).pay() calls someStrategy.deductFee() exactly once. What makes this easy to test, given FeeStrategy is injected via the constructor rather than hardcoded?",Testing decorators requires a completely different testing approach than testing plain classes,FeeDecorator cannot be tested in isolation since it depends on IPayment,"You can inject a fake/test FeeStrategy implementation that just records whether deductFee() was called, construct FeeDecorator with it, call pay(), and assert on the fake — the same testability benefit seen with ISubscriber test doubles and constructor-injected dependencies throughout the course",You would need to modify FeeStrategy's real implementations to add test-only code,,3,Constructor-injected dependencies are swappable with test doubles regardless of which pattern introduced them — same benefit as always.,1
"If PaymentDecorator's constructor didn't exist at all, and instead FeeDecorator and RewardDecorator each independently declared their own private IPayment ip field and their own constructor logic (no shared abstract base class), what would be lost structurally, even though the behavior might work identically?","This is strictly better, since it removes unnecessary inheritance",Decorators without a shared base class cannot be stacked,The code literally would not compile without a shared abstract base class,"The guarantee that every decorator is substitutable wherever IPayment is expected would still hold (since each still implements IPayment directly), but the shared ""holds an IPayment, exists to wrap one"" structure would need to be duplicated in every decorator instead of being defined once — more repeated boilerplate, no shared enforcement point",,4,"The shared abstract base isn't strictly required for the pattern to function, but it centralizes common structure instead of duplicating it across every decorator.",1
"An insurance quoting app has IPolicy interface with double getPremium(). AutoPolicy and HomePolicy implement it directly. RoadsideAssistanceDecorator adds a flat premium increase and only makes sense wrapping an AutoPolicy, never a HomePolicy. How would you enforce that RoadsideAssistanceDecorator can only wrap auto policies specifically, given its constructor is typed to accept IPolicy generically?","Type the constructor parameter as AutoPolicy instead of the broader IPolicy — narrowing the accepted type at compile time trades away the ability to wrap other decorators (since a decorator wrapping an AutoPolicy isn't itself an AutoPolicy), a real tradeoff worth being aware of when a decorator is domain-specific rather than universal","Add a runtime instanceof check inside the constructor that throws if the wrong type is passed, which is the only possible solution",This cannot be enforced at all — any decorator must always accept the full IPolicy interface,Make IPolicy require a getPolicyType() method that every decorator must check manually before allowing construction,,1,"Narrowing the constructor's parameter type is a real, simple compile-time enforcement option — with a real cost attached.",1
Given the previous question's tradeoff — narrowing RoadsideAssistanceDecorator's constructor to accept only AutoPolicy — what capability does this specifically sacrifice compared to keeping it typed as IPolicy?,It would break AutoPolicy.getPremium() itself,"You could no longer stack another decorator underneath it (e.g. wrapping some OtherAutoDecorator first, then RoadsideAssistanceDecorator on top), since a decorator that itself only implements IPolicy (not AutoPolicy specifically) wouldn't satisfy the narrowed constructor",It would prevent AutoPolicy from ever being decorated by anything else afterward,Nothing is sacrificed — narrowing the type has zero functional consequences,,2,"Narrowing the accepted type trades away composability with other decorators for tighter compile-time guarantees — a genuine tradeoff, not a free win.",1
"Zooming out across payment, coffee, text, notifier, and insurance examples — in every single one, the concrete decorators (FeeDecorator, MilkDecorator, BoldDecorator, RetryDecorator, RoadsideAssistanceDecorator) each did the same two things inside their overridden method. What are those two things?",Log the call and then throw an exception if the wrapped object is null,Construct a brand-new object of the wrapped type and discard the original,"Delegate to the wrapped object's corresponding method (so whatever's underneath still runs), and add their own additional behavior/value on top — the delegation is mandatory for correctness, the ""add-on"" logic is the actual point of that specific decorator existing",Convert the wrapped object's return type into a different type entirely,,3,This is the universal shape of every decorator regardless of domain: delegate plus add — nothing more is required by the pattern.,1
"If a decorator's overridden method FORGETS to call the wrapped object's corresponding method at all (e.g. FeeDecorator.pay() only prints ""deducting fee"" but never calls ip.pay()), what breaks, concretely?",It would cause a StackOverflowError due to infinite recursion,Nothing breaks — the wrapped object's method runs automatically regardless,"This causes an immediate compile-time error, since forgetting to call the wrapped method is statically checked by Java","The underlying payment (Card, UPI, or whatever's wrapped) never actually executes — the whole chain beneath that decorator is silently skipped, even though the decorator itself runs without any error or exception",,4,"Nothing in the type system enforces that a decorator actually delegates — forgetting the call is a silent logic bug, not a compile error.",1
"Compare this ""forgot to delegate"" bug in decorators to something already found in class-21 Observer, where YouTubeChannel.uploadVideo() forgetting to call notifySubscribers() silently broke notification without any compile error. What's the common theme between both bugs?","Both patterns rely on the programmer remembering to make an internal call (delegate to the wrapped object, or notify subscribers) that nothing in the type system enforces — the compiler happily accepts code that's structurally correct but behaviorally broken, in both cases",Both bugs are actually impossible in real Java code,These are two completely unrelated bug categories with nothing in common,Both bugs only occur when multithreading is involved,,1,Both Decorator and Observer share the same class of silent-logic-bug risk: a forgotten call that the compiler cannot catch.,1
"Tie the whole class together: a plain payment can be wrapped by any number of decorators in any order to add optional behavior, each decorator can additionally receive an injected strategy when its added behavior needs to vary by underlying type, and the entire chain stays fully interchangeable because everything ultimately satisfies the same target interface. What's the one sentence that captures why this combination (Decorator plus optional Strategy) avoids the class-explosion problem seen earlier with Simple Factory's if-else and the naive 6-class payment combo count?",Because Strategy replaces Decorator entirely once more than one functionality is needed,"Because ""which functionalities are layered on"" (handled by stacking decorators) and ""how a given functionality behaves for a given type"" (handled by injected strategies) are treated as two independent, separately extensible axes, rather than being multiplied together into one combined class per possible combination",Because Decorator and Strategy both eliminate the need for interfaces entirely,Because every payment type only ever needs exactly one decorator in practice,,2,This is the core payoff tying the whole session together: treating orthogonal concerns as independent axes keeps growth additive instead of multiplicative.,2
