questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
What is the correct syntax for declaring an abstract method?,final returnType methodName(parameters);,static returnType methodName(parameters) { },returnType methodName(parameters) { },abstract returnType methodName(parameters); with a semicolon and no body,,4,"Abstract methods declare only the signature, ending in a semicolon, with the implementation deferred to a subclass.",1
"If a class contains even one abstract method, what must be true about the class itself?",The class must be declared final,The class must implement Serializable,The class itself must be declared abstract,The class cannot have a constructor,,3,"Java requires any class containing an abstract method to itself be marked abstract, since it can't be fully instantiated.",1
Can an abstract class implement an interface without implementing all of its methods?,Only if the interface has no methods,"Yes, as long as the abstract class itself is declared abstract, leaving the remaining methods for concrete subclasses","No, it must implement every method immediately","No, abstract classes cannot implement interfaces at all",,2,"An abstract class may partially implement an interface's methods and leave the rest abstract, to be completed by its own subclasses.",1
What core benefit does abstraction provide to the code that depends on IDiscount?,It makes the client code run faster automatically,It hides the method names from the client code,"Decoupling — the client code only needs to know the getDiscount() contract, not how each discount type calculates its value",It removes the need for any implementing classes,,3,"Abstraction decouples 'what' a component does from 'how' it does it, so client code depending on IDiscount doesn't care about MembershipDiscount's internal logic.",1
"If a new CouponDiscount class is added implementing IDiscount, does existing code using IDiscount references need to change?","No, but all subclasses must be recompiled manually every time","Yes, the interface must be redeclared","Yes, every existing usage must be rewritten","No, existing code that depends only on the IDiscount contract continues to work unchanged",,4,This is the Open/Closed benefit of abstraction: new implementations can be added without modifying code that only depends on the abstract contract.,1
"What do MembershipDiscount, CreditCardDiscount, and CouponDiscount all implementing IDiscount demonstrate together?",Static binding of methods,Multiple inheritance of class implementation,Abstraction combined with polymorphism — multiple interchangeable implementations behind one shared contract,Encapsulation of private constructors,,3,This is a classic abstraction + polymorphism pattern: several concrete classes fulfill one abstract contract and can be swapped interchangeably.,1
What is exposed to code that only interacts with the IDiscount type?,Only the private fields of MembershipDiscount,"Just the method signature/contract (getDiscount()), not the internal calculation logic of the concrete class",Nothing at all; IDiscount is unusable,The full source code of every implementing class,,2,Abstraction ensures only the essential contract is visible externally; internal calculation details stay encapsulated within each implementation.,1
Can a single class implement multiple interfaces (multiple abstraction contracts) in Java?,"Yes, a class can implement any number of interfaces","No, only abstract classes can do this","Yes, but only two maximum","No, only one interface per class is allowed",,1,"Java allows implementing multiple interfaces, letting one class fulfill several separate abstraction contracts simultaneously.",1
What's the difference in 'how much' abstraction an abstract class vs. a traditional interface provides?,An abstract class always offers 100% abstraction; interfaces offer none,An abstract class can offer partial abstraction (mix of implemented and abstract methods); a traditional interface offered full (100%) abstraction,They provide identical abstraction always,Interfaces cannot provide any abstraction at all,,2,"Abstract classes can mix concrete and abstract methods (partial abstraction), whereas pre-Java 8 interfaces were fully abstract with no method bodies.",1
How did Java 8's default methods change interfaces' relationship to full abstraction?,They removed all abstract methods from interfaces,They eliminated interfaces from the language entirely,"They allowed interfaces to provide concrete method bodies, meaning interfaces are no longer necessarily 100% abstract",They made all interface methods private,,3,"Default methods let interfaces supply a working implementation that implementing classes can inherit or override, blurring the old 100%-abstraction rule.",1
When should you generally prefer an interface over an abstract class for a contract?,When you want to prevent any other class from ever implementing it,When you need shared constructor logic across a family of related classes,When unrelated classes need to share a capability/contract without a common base implementation or state,When performance is the only concern,,3,"Interfaces suit unrelated classes that just need to agree on a contract, while abstract classes suit closely related classes sharing common code/state.",1
When should you generally prefer an abstract class over an interface?,When the type should never have any concrete subclasses,When you want fields to be public static final only,When related subclasses should share common state and partially implemented behavior via inheritance,When you need a class to implement multiple unrelated contracts,,3,Abstract classes are appropriate when subclasses are naturally related and benefit from shared fields/constructors/partial implementations.,1
"What is a real-world analogy for abstraction, like a car's dashboard and steering wheel?",There is no valid real-world analogy for abstraction,The driver interacts with simple controls without needing to understand the engine's internal combustion process,The dashboard exposes every internal engine detail to the driver,"The steering wheel is an example of encapsulation, not abstraction",,2,"The driver only needs the 'contract' (steering, pedals) to operate the car; the complex mechanics are hidden — a textbook abstraction analogy.",1
What is typically the purpose of a constructor in an abstract class?,To prevent subclassing entirely,To override methods from java.lang.Object only,To initialize shared fields/state that all concrete subclasses will inherit when instantiated,To allow the abstract class itself to be instantiated directly,,3,"Even though the abstract class itself can't be instantiated, its constructor runs (via super()) to set up common state whenever a subclass object is created.",1
Can you write `IDiscount x = new IDiscount();` directly?,"No, this is invalid — you must instantiate a concrete class that implements IDiscount","Yes, but only inside a static method","Yes, this is always valid Java","Yes, but only if IDiscount has fields",,1,"Interfaces cannot be instantiated directly; you must create an object of a class that implements the interface, then assign it to an interface-typed variable.",1
Is `IDiscount` still usable as a variable/parameter/return type even though it can't be instantiated directly?,Only inside the same package as its implementations,"Only as a return type, never as a parameter type","No, interfaces cannot be used as types anywhere in code","Yes, interfaces are valid types for variables, parameters, and return values, referencing any implementing object",,4,Interfaces function as full types in Java's type system — they just can't be instantiated without pointing to a concrete implementing object.,1
What happens if MembershipDiscount fails to implement the getDiscount() method from IDiscount?,"A compile-time error occurs, since a concrete class must implement all abstract methods of the interfaces it implements",The method silently returns 0.0 at runtime,Java automatically generates a default implementation,The program compiles but throws a runtime exception,,1,Java enforces at compile time that a concrete class implementing an interface provides bodies for all its abstract methods.,1
Can one interface extend another interface?,Only using the implements keyword,"No, interfaces cannot extend other interfaces",Only if both interfaces are empty,"Yes, using the extends keyword, inheriting its abstract method declarations",,4,"Interfaces can extend other interfaces (even multiple ones) using extends, forming interface inheritance hierarchies.",1
Can an interface extend multiple other interfaces at once?,"Yes, unlike classes, an interface can extend multiple interfaces simultaneously",Only abstract classes can do this,"No, interfaces cannot extend anything","No, an interface can only extend one other interface",,1,"Java allows multiple interface inheritance for interfaces themselves, since there's no shared implementation state to create ambiguity.",1
What is a 'marker interface' (like the classic Serializable)?,An abstract class with no fields,An interface that must have at least 10 methods,A private interface accessible only within one class,"An interface with no methods at all, used purely to tag/mark a class with some meta-property",,4,Marker interfaces contain no abstract methods; they exist purely to signal a capability or property to the runtime or framework via type-checking.,1
Can an abstract class be declared as final?,"No, marking an abstract class final would make it both unextendable and uninstantiable, so it's contradictory and disallowed","Yes, this is a common and valid pattern","Yes, but only in interfaces","Yes, but only if it has no abstract methods",,1,"final prevents subclassing, but an abstract class must be subclassed to ever be used, so declaring it final and abstract together is invalid.",1
"Since Java 9, can interfaces have private methods?","No, interfaces can never declare private methods","Yes, private methods let default/static methods share internal helper logic without exposing it publicly","Yes, but only public methods are actually allowed","No, private methods are only allowed in enums",,2,Java 9 introduced private interface methods so default/static methods could share reusable logic internally without polluting the public API.,1
What is a key trait of static methods declared in an interface?,They must be overridden by every implementing class,"They belong to the interface itself, are not inherited by implementing classes, and cannot be overridden",They automatically become abstract in subclasses,They can only be called via an instance of an implementing class,,2,"Interface static methods are invoked on the interface type directly (e.g., IDiscount.someUtility()) and aren't part of the polymorphic contract implementing classes inherit.",1
Does abstraction reduce complexity specifically for the code that consumes an abstraction?,It has no effect on complexity at all,"No, it always increases the complexity for consuming code","Yes, consuming code only needs to understand the simple contract, not the full implementation details",It only affects the implementing class's internal complexity,,3,"The whole point of abstraction is to let consuming code work with a minimal, well-defined contract instead of needing to understand every implementation detail.",1
Which keyword is used to declare an interface in Java?,abstract,implements,class,interface,,4,The interface keyword defines a new interface type in Java.,1
Which keyword marks a class or method as abstract?,final,abstract,interface,static,,2,The abstract keyword is used both for abstract classes and for abstract methods lacking an implementation.,1
Can an abstract class contain a main() method used to test its concrete subclasses?,"Yes, an abstract class can have a main method just like any other class","No, abstract classes can never define a main method",Only if the class has zero abstract methods,Only interfaces can have a main method,,1,"Abstract classes support any valid class member, including a main method, even though the abstract class itself can't be instantiated.",1
Is abstraction primarily a runtime mechanism or a design-time concept?,It's identical to garbage collection,It's purely a runtime performance optimization,It only exists at the bytecode level,It's primarily a design-time concept about hiding implementation complexity behind a clean contract,,4,"Abstraction is a design principle for structuring code around contracts, distinct from runtime mechanisms like binding or garbage collection.",1
Does using abstraction generally require an inheritance-like relationship (extends/implements)?,"Yes, a class must extend an abstract class or implement an interface to fulfill its contract","No, abstraction requires no relationship between classes at all",Abstraction requires generics exclusively,"Only composition can establish abstraction, never inheritance",,1,"To actually provide the behavior behind an abstract contract, a class must extend the abstract class or implement the interface defining that contract.",1
How does abstraction differ from encapsulation using the discount example?,IDiscount hides which calculation strategy is used (abstraction); each discount class hiding its own internal fields is encapsulation,There is no meaningful difference between them,They are the exact same technique applied to the same fields,Abstraction hides fields; encapsulation hides methods,,1,Abstraction here is about hiding which concrete discount strategy runs behind the IDiscount contract; encapsulation is each class protecting its own internal data with private fields and access modifiers.,1
What is a 'functional interface' and how does it relate to abstraction?,An interface that cannot be used with generics,A class implementing zero interfaces,"An interface with exactly one abstract method, representing the minimal possible abstraction usable with a lambda expression",Any interface with static methods only,,3,"Functional interfaces reduce an abstraction down to a single abstract method, which is precisely what a lambda expression can satisfy.",1
"If IDiscount had exactly one abstract method, could `IDiscount d = () -> 10.0;` work as valid abstraction usage?","No, lambdas cannot implement interfaces","Yes, IDiscount would qualify as a functional interface, and the lambda becomes its concrete implementation at that call site","No, interfaces with fields can never be functional interfaces",Only static classes can be assigned this way,,2,"A single-abstract-method interface can be satisfied inline by a lambda expression, which is treated as an anonymous implementation fulfilling the abstraction.",1
Why is abstraction considered important for testability?,It prevents mocking frameworks from working,Client code can depend on an interface and swap in a fake/mock implementation during tests instead of the real one,It removes the need to write tests entirely,It forces all tests to use static methods,,2,"Because code depends on the abstract contract rather than a concrete class, tests can substitute lightweight mock implementations that satisfy the same interface.",1
What would be the effect of removing the IDiscount interface and instead hardcoding MembershipDiscount everywhere it's used?,"It would make the code more abstract, not less","It would tightly couple the code to one specific discount type, making it harder to add or swap discount strategies later",It would have no effect on flexibility or maintainability,It would automatically improve performance with no downsides,,2,"Removing the shared abstraction and hardcoding a concrete class increases coupling, directly undermining the flexibility abstraction was providing.",1
Can an abstract class extend another abstract class without implementing its abstract methods?,"Yes, an abstract class can extend another abstract class and leave abstract methods unimplemented for further subclasses","No, this is always a compile-time error","No, only interfaces can extend other interfaces","Yes, but only if it has zero methods of its own",,1,"Since an abstract class isn't required to be instantiable, it can extend another abstract class and defer implementing inherited abstract methods to its own subclasses.",1
"Overall, what is the main design payoff of using abstraction well?","Improved maintainability and extensibility, since implementation details can change or grow without breaking dependent code",Complete elimination of the need for interfaces or abstract classes,Guaranteed faster runtime performance in every case,Automatic thread-safety for all classes,,1,"Good abstraction isolates change: as long as the contract stays stable, implementations can evolve or multiply without breaking the rest of the system.",1
