questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
"`class FileArchiver { void compressAsZip(File f){ } void compressAsRar(File f){ } void compressAs7z(File f){ } }`. Compared to a CompressionStrategy interface with ZipCompression, RarCompression, SevenZCompression implementations, what's the core problem here?",Nothing -- this is actually simpler and achieves the same result,File cannot be passed as a parameter to more than one method,Method overloading is not allowed in Java,"Every new compression format requires editing FileArchiver itself, and callers must know all method names up front instead of depending on one abstraction",,4,"This is a fat, ever-growing context class -- the exact thing Strategy is meant to prevent.",1
`class NotificationService { private NotificationStrategy strategy; public NotificationService(NotificationStrategy strategy){ this.strategy = strategy; } public void notify(String msg){ strategy.send(msg); } }`. Product now wants one notify() call to send both an email and an SMS. What does this reveal about the design above?,"A single-strategy-field context only supports one active behavior at a time; sending through multiple channels at once needs a different design (e.g., a composite NotificationStrategy that internally loops over a list of strategies)",It's impossible in Java to ever send two notifications,NotificationStrategy must be deleted and replaced with static methods,send() should be renamed to sendAll() and nothing else needs to change,,1,Plain Strategy swaps which one algorithm runs -- it doesn't fan out to several at once. That needs an extra layer.,1
"Version 1: `class Duck { private FlyBehavior flyBehavior; public Duck(FlyBehavior flyBehavior){ this.flyBehavior = flyBehavior; } public void setFlyBehavior(FlyBehavior flyBehavior){ this.flyBehavior = flyBehavior; } public void performFly(){ flyBehavior.fly(); } }`. Version 2: `class Duck { public void fly(){ System.out.println(""Flying generically""); } } class MallardDuck extends Duck { @Override public void fly(){ System.out.println(""Mallard flying fast""); } }`. Why does Version 2 fail to give you what Version 1 gives you?",Version 2 has a compile error,Version 1 cannot be extended to add new duck types,"In Version 2, flying behavior is locked in at compile time through inheritance/override; you can't reassign how a specific MallardDuck instance flies at runtime the way you can swap flyBehavior in Version 1",They are functionally identical,,3,"This is 'favor composition over inheritance' in action -- Version 2 bakes behavior into the class hierarchy (fixed forever per subclass), while Version 1 injects it as a swappable object.",1
"`class Character { protected WeaponBehavior weapon; public Character(WeaponBehavior weapon){ this.weapon = weapon; } public void fight(){ weapon.useWeapon(); } } class King extends Character { public King(WeaponBehavior weapon){ super(weapon); } @Override public void fight(){ System.out.println(""King swings a legendary sword!""); } }`. What has King done wrong from a Strategy Pattern perspective?","Nothing, overriding is a normal and encouraged part of the pattern","It bypassed the weapon field entirely and hardcoded behavior directly into the subclass, so King's fighting style can never be swapped at runtime the way other characters' can",Character should not have a fight() method at all,WeaponBehavior should be an abstract class instead of an interface,,2,"The moment a subclass overrides the method instead of delegating to the injected strategy, it opts itself out of runtime swappability.",1
`interface PaymentStrategy { void pay(double amount); } class ShoppingCart { private PaymentStrategy strategy; private double totalAmount; public ShoppingCart(PaymentStrategy strategy){ this.strategy = strategy; } public void addItem(double price){ totalAmount += price; } public void checkout(){ strategy.pay(totalAmount); } } class MockPaymentStrategy implements PaymentStrategy { public boolean wasCalled = false; public void pay(double amount){ wasCalled = true; } }`. In a test: `ShoppingCart cart = new ShoppingCart(new MockPaymentStrategy()); cart.addItem(50.0); cart.checkout();`. Why is it possible to test checkout() this way without ever hitting a real payment gateway?,Because Java automatically mocks all interfaces in test environments,Because checkout() is a static method,Because MockPaymentStrategy extends ShoppingCart,"Because ShoppingCart depends on the PaymentStrategy abstraction, not a concrete payment class, so any object honoring that contract -- including a fake one -- can be substituted",,4,"Same benefit DIP gave AreaCalculator -- since the context only knows about the interface, tests can inject a fake implementation instead of the real one.",1
"`class Processor { public IParent strategy; }` (public, no constructor, no setter). Compared to using a constructor plus a setStrategy() method, what's actually lost by exposing strategy as a public field?","Processor can now be left with strategy == null at any point in its lifetime, and any external code can silently swap it with zero control, chance for validation, or centralized visibility into when/why it changed",Nothing -- the runtime-swapping capability is identical either way,Public fields make the strategy impossible to override,IParent can no longer be implemented by more than one class,,1,The pattern isn't just 'have a field of interface type' -- encapsulating that field behind a constructor/setter is what lets the context guarantee valid state and gives a controlled place to hook in validation or logging later.,1
"`interface RouteStrategy { List<Point> calculateRoute(Point start, Point end); } class Navigator { private RouteStrategy strategy; public Navigator(RouteStrategy s){ this.strategy = s; } public void setStrategy(RouteStrategy s){ this.strategy = s; } public List<Point> getRoute(Point start, Point end){ return strategy.calculateRoute(start,end); } }`. User is driving, hits traffic, taps 'switch to walking' mid-trip. What must actually happen for the route to correctly update?",navigator must be destroyed and recreated as a new Navigator with WalkingStrategy,Nothing -- calling getRoute() again automatically detects the mode change,WalkingStrategy must extend DrivingStrategy to inherit the in-progress route,"setStrategy(new WalkingStrategy()) must be called, then getRoute() must be invoked again with the user's current position as the new start point -- the context doesn't recompute on its own until asked, and stale inputs won't fix themselves either",,4,"Swapping the strategy only changes which algorithm runs next -- it doesn't retroactively recompute anything, and it has no idea the user's position moved.",1
"`interface PaymentStrategy { void pay(double amount); void refund(double amount); }` (refund() added later, after CashPayment already existed) `class CreditCardPayment implements PaymentStrategy { public void pay(double amount){ } public void refund(double amount){ } } class CashPayment implements PaymentStrategy { public void pay(double amount){ } public void refund(double amount){ throw new UnsupportedOperationException(""Cash refunds must be handled manually at the counter""); } }`. What problem does adding refund() directly onto PaymentStrategy create?",None -- every PaymentStrategy implementation should support refunds regardless of payment method,"It's the same fat-interface problem interfaces run into generally -- CashPayment is forced to implement a method it can't honestly support, so anything calling refund() polymorphically on a PaymentStrategy risks an exception; refund() likely belongs in a separate RefundableStrategy interface that only refund-capable implementations opt into",CashPayment should just be deleted since cash payments are obsolete,pay() and refund() must always live in one interface for consistency,,2,A Strategy interface isn't exempt from interface-design discipline -- bolting on methods that don't apply to every implementer creates the exact forced-implementation problem you'd flag in any other interface.,1
"Version 1: `interface DiscountStrategy { double apply(Checkout checkout); } class LoyaltyDiscount implements DiscountStrategy { public double apply(Checkout checkout){ return checkout.getTotal() - checkout.getLoyaltyPoints() * 0.1; } }`. Version 2: `interface DiscountStrategy { double apply(double total, int loyaltyPoints); } class LoyaltyDiscount implements DiscountStrategy { public double apply(double total, int loyaltyPoints){ return total - loyaltyPoints * 0.1; } }`. Why is Version 2 the better Strategy Pattern design?",Version 1 won't compile,Version 1 is actually better because it gives the strategy more flexibility,"Version 2 keeps the strategy decoupled from Checkout's internals -- it receives only the data it actually needs, making it easier to test, reuse elsewhere, and safe from breaking if Checkout's structure changes; Version 1 ties every strategy to the entire Checkout API",There is no meaningful difference between the two,,3,"Handing a strategy the whole context object re-couples it to everything about that context, which is the opposite of what the interface boundary is supposed to buy you.",1
"`class PaymentStrategyFactory { static PaymentStrategy get(String type){ if(type.equals(""cc"")) return new CreditCardPayment(); else if(type.equals(""paypal"")) return new PayPalPayment(); throw new IllegalArgumentException(); } } class ShoppingCart { private PaymentStrategy strategy; public ShoppingCart(PaymentStrategy s){ this.strategy = s; } public void checkout(){ strategy.pay(total); } }`. Client: `new ShoppingCart(PaymentStrategyFactory.get(userChoice))`. Does the if/else inside the factory violate the same principle it would if it were inside ShoppingCart.checkout()?","No -- the branching is confined to a single, well-known object-creation point; ShoppingCart itself has zero conditional logic on payment type and stays fully OCP-compliant, and only the factory needs a one-line addition for a new payment type",Yes -- any if/else related to strategy selection anywhere in the codebase is always an OCP violation,"No, because factories are exempt from all SOLID principles",Yes -- PaymentStrategyFactory must itself use a nested Strategy Pattern to select strategies,,1,"OCP targets the behavior-execution code, not every conditional in the entire application. Object wiring is an expected, contained place for a type decision.",1
"`interface TaxStrategy { double applyTax(double amount); } interface DiscountStrategy { double applyDiscount(double amount); } class Invoice { private TaxStrategy taxStrategy; private DiscountStrategy discountStrategy; public double finalAmount(double base){ double discounted = discountStrategy.applyDiscount(base); double taxed = taxStrategy.applyTax(discounted); return taxed; } }`. For a $100 item with 10% discount and 20% tax this gives $90 x 1.20 = $108 (discount, then tax). If a different TaxStrategy or DiscountStrategy implementation is injected, can the order of operations ever accidentally flip to tax-then-discount?",Yes -- injecting a different TaxStrategy can silently change the order of operations,"Yes, because DiscountStrategy always runs after TaxStrategy in Java by default","No, because both strategies must be applied simultaneously, not sequentially","No -- the order (discount, then tax) is hardcoded inside Invoice.finalAmount() itself; swapping which concrete strategy is injected changes what each step computes, never when each step runs, because the context owns the sequencing, not the strategies",,4,"This is the 'ensuring the order' idea -- the context defines the skeleton/sequence, strategies only own their individual step's math.",1
`interface DiscountStrategy { double apply(double price); } class SeasonalDiscount implements DiscountStrategy { public double apply(double price){ return price * 0.9; } } class LoyaltyDiscount implements DiscountStrategy { public double apply(double price){ return price - 5; } } class Checkout { private List<DiscountStrategy> strategies = new ArrayList<>(); public void addStrategy(DiscountStrategy s){ strategies.add(s); } public double finalPrice(double price){ for(DiscountStrategy s : strategies) price = s.apply(price); return price; } }`. Checkout holds a List<DiscountStrategy> instead of a single field. Is this still the Strategy Pattern?,No -- Strategy Pattern by definition only ever allows exactly one strategy field per context,"Yes -- the core idea (context delegates to injected objects implementing a shared interface, addable/removable without modifying Checkout) is intact; holding a collection instead of one field is a natural extension when several interchangeable behaviors need to apply in sequence",No -- this is actually the Decorator Pattern in disguise,"Yes, but only if the list has exactly two elements",,2,"Nothing in the pattern mandates a single field -- the essential contract is 'context depends on the abstraction,' not 'context holds exactly one of it.'",1
"`class PaymentStrategyLoader { static PaymentStrategy load(String configuredType){ switch(configuredType){ case ""creditcard"": return new CreditCardPayment(); case ""paypal"": return new PayPalPayment(); default: throw new IllegalStateException(); } } } String configuredType = readFromConfigFile(""payment.strategy""); // returns ""paypal"" ShoppingCart cart = new ShoppingCart(PaymentStrategyLoader.load(configuredType));`. What real capability does this give the business that hardcoding new PayPalPayment() directly wouldn't?",None -- functionally identical to hardcoding the strategy,This removes the need for the PaymentStrategy interface entirely,"The active payment method can be changed by editing a config file (or DB row, admin setting) without touching or recompiling ShoppingCart or any strategy class, since the context still only ever depends on the PaymentStrategy abstraction",This only works if there's exactly one possible configured value,,3,"This is where Strategy earns its keep in production systems -- behavior becomes a config/data decision, not a code-change decision.",1
"`interface LoggingStrategy { void log(String msg) throws IOException; } class RemoteLogger implements LoggingStrategy { public void log(String msg) throws IOException { } } class App { private LoggingStrategy strategy; public void run(){ strategy.log(""Starting up...""); } }` -- this line won't compile as written (unhandled IOException). What does this expose about designing the strategy interface itself?","The interface's method signature (including checked exceptions) becomes a contract every concrete strategy and every context must honor; if only RemoteLogger can fail, that forces every caller to handle it -- even a ConsoleLogger that never actually throws",LoggingStrategy should never have been an interface -- it should be a concrete class,App must catch the IOException inside RemoteLogger before it is ever thrown,This is a Java bug unrelated to interface design,,1,Designing the shared method signature is a real decision -- leaking one implementation's failure mode into the interface couples every strategy and every caller to the worst case.,1
"`interface VATStrategy { double calculate(double amount); } class StandardVAT implements VATStrategy { public double calculate(double amount){ return amount * 1.20; } }` -- confirmed: this business will never have more than one VAT rule, ever. `class Invoice { private VATStrategy strategy; public double total(double amount){ return strategy.calculate(amount); } }`. Given there's genuinely only ever one VAT calculation, is wrapping it in VATStrategy and injecting it the right call?","No -- Invoice should hardcode the 20% calculation directly, with no interface, class, or injection, forever","Yes, always -- every piece of business logic should be wrapped in a Strategy interface regardless of expected variation",No -- VATStrategy must be deleted and replaced with a switch statement immediately,"Debatable -- with zero real expectation of a second implementation, this is premature abstraction; a plain method or constant on Invoice would be simpler, with the interface introduced later only if variation actually becomes a real requirement",,4,"Same caution that applies to OCP/ISP: Strategy is a tool for genuine, expected variation, not a rule to apply reflexively everywhere.",1
"`interface PricingStrategy { double calculate(double base); } class Checkout { private PricingStrategy strategy; public double getFinalPrice(double base){ double result = strategy.calculate(base); return result; } }` (no validation of result at all) `class BuggyDiscount implements PricingStrategy { public double calculate(double base){ return -50.0; } }`. Checkout never validates what calculate() returns, so a buggy strategy can hand back a negative price with no error. Is this a flaw in the Strategy Pattern itself?","Yes -- the Strategy Pattern requires the context to blindly trust any input with zero validation, by definition","No -- this isn't a flaw in the pattern; it's a contract/defensive-programming gap. The pattern says the context should depend on the abstraction, not that it can't sanity-check return values -- Checkout could reasonably validate result >= 0 after calling calculate(), same as it might for any method's output",PricingStrategy should be made final to prevent bad implementations,Yes -- this proves Strategy Pattern is fundamentally unsafe for pricing logic,,2,"Trusting the abstraction doesn't mean trusting it blindly -- where correctness genuinely matters, the context is free to add invariant checks on top of the contract.",1
