questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
What method does the Shape3D interface expose in the final design?,getVolume(),getDensity(),getArea(),getLength(),,1,Shape3D exposes getVolume() as the method relevant to 3D solids like Sphere and Cuboid.,1
"Given `public interface Shape1D { double getLength(); }`, why is this considered ISP-compliant where the original fat Shape interface was not?",It uses generics internally,It has a private constructor,"It exposes only the single capability relevant to 1D shapes, so implementing classes like Line are never forced to support unrelated methods like getArea() or getVolume()",It is declared as a final interface,,3,"ISP compliance here means the interface's surface area matches exactly what its intended clients (1D shapes) need — nothing more, nothing less.",1
Why does `class Circle implements Shape2D` (rather than implementing the old fat Shape) better follow ISP?,Circle no longer needs a constructor,"Circle now only commits to the getArea() contract it genuinely needs, instead of being forced to also provide a meaningless getVolume() implementation",Circle can now extend multiple classes,Circle now has more fields than before,,2,"By depending only on Shape2D, Circle avoids being forced to depend on (and fake) the getVolume() method it has no real use for — precisely what ISP is meant to prevent.",1
"How many methods does each of Shape1D, Shape2D, and Shape3D expose in the notes' final design?",Exactly five methods each,"A different, unspecified number for each",Exactly one method each,Exactly three methods each,,3,"Each segregated interface in the final design is minimal, exposing exactly the single method relevant to that dimensional capability (getLength, getArea, or getVolume respectively).",1
What is the relationship between ISP and the Single Responsibility Principle (SRP) as described in these notes' broader SOLID context?,"Both aim for focus and cohesion — SRP gives classes one reason to change, while ISP gives interfaces a narrow, role-specific contract",SRP applies only to interfaces; ISP applies only to classes,They are unrelated principles with nothing in common,ISP requires violating SRP to work,,1,"ISP is often described as 'SRP for interfaces': just as SRP keeps a class focused on one responsibility, ISP keeps an interface focused on one cohesive capability.",1
Which of these is a classic real-world ISP violation example beyond shapes?,A class implementing two unrelated but genuinely needed interfaces,An interface with zero methods implemented by every class,"A Worker interface with only a work() method, implemented by both Human and Robot","A single Worker interface with work() and eat() methods, forcing a Robot implementation to awkwardly implement eat() even though robots don't eat",,4,The classic Robot/Worker example mirrors the Shape/Line problem: bundling eat() into a general Worker contract forces Robot to fake or throw on a method it fundamentally can't support.,1
What is the ISP-compliant fix for the classic Worker/Robot eat() problem?,Make eat() throw an exception in Robot and leave the rest unchanged,Add a boolean flag to Worker indicating whether eat() is supported,"Segregate into Workable (work()) and Eatable (eat()) interfaces, so Robot implements only Workable while Human implements both",Delete the Robot class entirely,,3,"Splitting into role-specific interfaces (Workable, Eatable) lets each implementer opt into only the capabilities it can genuinely support, exactly like the Shape1D/2D/3D redesign.",1
How does the ISP-compliant Shape1D/2D/3D design directly help fix the LSP violation described earlier in the same notes (Line being forced to implement getVolume())?,"Segregating interfaces means Line only implements Shape1D and is never forced to provide a broken/fake getVolume(), which also restores full substitutability (LSP) for every shape",Fixing ISP always breaks LSP as a tradeoff,"ISP and LSP address completely separate, non-overlapping problems here","Only fixing LSP can also fix ISP, never the other way around",,1,"In this codebase, the same interface segregation refactor resolves both problems: it satisfies ISP (no irrelevant methods) and, as a direct consequence, also satisfies LSP (no broken substitutability).",1
What is the concrete downside for AreaCalculator if Shape were still one fat interface with getArea() and getVolume()?,"AreaCalculator would either need to handle failures from shapes that can't truly compute area/volume, or trust a contract that some implementers can't honestly fulfill",AreaCalculator would no longer need a constructor,AreaCalculator would run measurably faster,There would be no downside at all,,1,"A fat Shape interface undermines the calculator's ability to trust every object it receives, since some implementers (like a hypothetical Line-as-Shape) can't honestly support the whole contract.",1
"In the notes' diagram, `List<Ishape 2D>` holds a mix of Circle and Square objects. What ISP-related benefit does this specific typing (List<Shape2D>, not List<Shape>) provide?",It prevents the list from ever being empty,"It restricts the calculator to only receiving objects that genuinely support getArea(), avoiding any object that might not honestly implement the full old fat contract",It automatically sorts the shapes by area,It allows Line objects to be added to the list as well,,2,"By typing the list as List<Shape2D> rather than the old fat Shape, the design guarantees every element genuinely supports getArea() and nothing irrelevant, reinforcing ISP.",1
"Why might a single company-wide `IEmployee` interface with methods like code(), design(), manageBudget(), and cookMeals() be a poor design under ISP?",Because IEmployee would fail to compile,Because interfaces can't have more than two methods in Java,Most implementing classes (e.g. a Developer) would be forced to implement irrelevant methods (like cookMeals()) they have no real use for,Because every employee genuinely performs all four of those actions,,3,Bundling unrelated role-specific behaviors into one interface forces every implementer to deal with methods irrelevant to their actual role — the same fat-interface problem as the original Shape.,1
"What is the ISP-compliant redesign for the IEmployee example (code, design, manageBudget, cookMeals)?",Merge all employee-related classes into a single God class instead,Make all four methods optional using try-catch inside each implementer,"Keep one interface but rename unused methods to defaultMethod1(), defaultMethod2(), etc.","Split into role-specific interfaces such as Coder, Designer, BudgetManager, and Cook, letting each employee class implement only the roles it actually performs",,4,"Segregating by role lets each concrete employee class (Developer, Chef, Manager, etc.) implement exactly the interfaces matching what it actually does, avoiding forced, irrelevant methods.",1
Does ISP mean interfaces must always contain exactly one method?,"Yes, but only for interfaces used in Java 8 and later","No, ISP means interfaces should be cohesive and role-specific for their clients — some genuinely need more than one closely related method, as seen with a class implementing multiple small interfaces","Yes, every interface in a properly designed system must have exactly one method","No, ISP has nothing to do with method count at all",,2,"ISP is about avoiding irrelevant, forced dependencies, not literally capping interfaces at one method; a role can have several tightly related methods as long as clients genuinely need all of them.",1
Can a single class implement multiple segregated interfaces to combine capabilities it genuinely needs?,"No, ISP forbids any class from implementing more than one interface","No, only abstract classes can implement multiple interfaces","Yes — for example, a class needing to expose both getArea() and getVolume() could implement both Shape2D and Shape3D if that combination is truly appropriate for it","Yes, but only up to two interfaces maximum in Java",,3,"Java supports multiple interface implementation, and ISP encourages exactly this: compose the specific small interfaces a class truly needs rather than being stuck with one bloated interface.",1
What is a good practical test for spotting an ISP violation while reviewing an interface?,Check whether the interface was written more than a year ago,Check whether the interface file is longer than 50 lines,"Check whether any implementing class has an empty, no-op, or exception-throwing method body for one of the interface's methods — that signals the method doesn't belong for that implementer",Check whether the interface has a package-private modifier,,3,"An empty or exception-throwing override is a strong smell that the interface bundled in something the implementer never actually needed, exactly the ISP violation pattern seen with Line and getVolume().",1
How does ISP typically affect the number of interfaces in a codebase compared to a design with one general-purpose interface?,It eliminates the need for interfaces entirely,It always reduces interfaces down to exactly one per project,It has no effect on the interface count at all,"It typically increases the number of interfaces, trading a bit of upfront structure for interfaces that are more precisely tailored to each client's real needs",,4,"Just like OCP tends to increase the number of classes for safer extension, ISP tends to increase the number of interfaces in exchange for each one being focused and honestly implementable.",1
What downside can occur if ISP is taken to an extreme with excessive interface fragmentation?,There are no possible downsides to any amount of interface fragmentation,It would automatically violate the Liskov Substitution Principle,It would make the code impossible to compile,Excessive tiny interfaces for capabilities that always travel together in practice can add unnecessary complexity and indirection without real benefit,,4,"As with any principle, ISP should reflect genuinely independent client needs; splitting capabilities that always co-occur in practice just adds needless indirection.",1
Which of these interfaces best exemplifies ISP being followed correctly?,"One Animal interface with fly(), swim(), run(), and dig(), implemented by every animal class","A Flyable interface with only fly(), separate from a Swimmable interface with only swim(), so a Duck can implement both while a Fish implements only Swimmable","An interface with getArea(), getVolume(), getLength(), and getWeight() all bundled together for every shape",A single interface per project covering every possible behavior,,2,"Small, role-specific interfaces (Flyable, Swimmable) let each implementer opt in only to capabilities it genuinely has, which is the essence of ISP done well — directly paralleling the Shape1D/2D/3D fix.",1
"In the notes, what visual cue (checkmarks and X marks) is used next to shape-to-interface arrows to indicate ISP compliance versus violation?",No such visual cues appear in the notes,A star symbol used only for 3D shapes,A red circle for every valid interface implementation,"A checkmark (✓) next to a relevant capability the shape genuinely has, and an X next to a capability the shape is wrongly forced to implement under the old fat interface",,4,The notes use checkmark/X annotations (e.g. next to Line -> Shape) to visually flag which capabilities genuinely belong to a shape versus which are forced and irrelevant under the fat interface.,1
Why is ISP considered especially important when designing public APIs or libraries consumed by many different client teams?,"Different client teams often need different subsets of functionality, and a fat interface forces every consumer to depend on (and be broken by changes to) methods they don't even use",Public APIs are exempt from ISP since they are used externally,Public APIs should always expose exactly one giant interface for simplicity,"ISP only matters for internal, private code, never public APIs",,1,"In shared APIs, a fat interface creates unnecessary coupling: every consumer is affected by changes to methods they never call, which is precisely the risk ISP is designed to avoid at scale.",1
How does following ISP reduce unnecessary recompilation or ripple effects when an interface changes?,ISP only matters for languages without a compiler,Narrow interfaces always increase the number of classes affected by a change,ISP has no effect on recompilation since Java always recompiles everything,"Since interfaces are narrow and role-specific, changing one (e.g. Shape3D) only affects classes that actually implement or depend on that specific interface, not unrelated ones like Circle",,4,"Because Shape1D, Shape2D, and Shape3D are decoupled from each other, a change to Shape3D's contract has zero impact on Shape2D implementers like Circle or Square, limiting ripple effects.",1
What common misconception about ISP is worth avoiding?,"That ISP just means 'use interfaces instead of abstract classes,' rather than its actual focus on keeping each interface's contract minimal and relevant to its clients",That ISP is part of the SOLID principles,That ISP was influenced by Robert C. Martin's writings on SOLID,That ISP applies to interfaces,,1,"ISP isn't about choosing interfaces over abstract classes; it's specifically about not forcing clients (implementers) to depend on methods irrelevant to them, regardless of which mechanism is used.",1
"Overall, what is the main real-world payoff of the Shape1D/Shape2D/Shape3D interface segregation shown in the notes?",It reduces the total lines of code in Main.java specifically,It guarantees the program runs without a Scanner,It removes the need for AreaCalculator and VolumeCalculator entirely,"Each shape class only ever implements methods it can honestly and meaningfully fulfill, keeping the codebase simpler, safer, and free of dummy/broken implementations",,4,"ISP's payoff here is honest, minimal contracts: every shape class implements exactly the capability it has, eliminating the fake or broken methods that plagued the original fat Shape interface.",1
