questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
What's the danger of instead adding a new `if (discountType == COUPON)` branch inside an existing shared method to support coupons?,It automatically improves performance,It only affects the CouponDiscount class,"It violates OCP, risks breaking existing discount logic, and forces re-testing of the entire modified method",It has no downsides and is the recommended approach,,3,"Editing a shared method to add new type-specific logic is a direct OCP violation, introducing regression risk to previously working, tested behavior.",1
"Does OCP apply only to classes, or also to functions and modules?",It applies only to private methods,"It applies broadly to any software entity — functions, classes, modules, and beyond","It applies only to interfaces, never classes",It applies strictly only to classes named 'Manager',,2,The Open/Closed idea generalizes to any unit of software design where new behavior might need to be added over time.,1
How does OCP help reduce the 'blast radius' of adding a new feature in a large codebase?,It only helps for codebases smaller than 100 lines,"New features are added as new code, so the probability of unintentionally affecting unrelated existing behavior drops significantly",It has no effect on blast radius at all,It guarantees the entire codebase must be redeployed for every change,,2,"Because extension happens additively rather than through edits to shared logic, the scope of what could be affected by a new feature stays narrow.",1
"What design pattern lets subclasses override specific steps of a fixed algorithm structure, embodying OCP through abstract classes?",Adapter Pattern,Builder Pattern,Singleton Pattern,Template Method Pattern,,4,The Template Method pattern defines a fixed algorithm skeleton in a base class (closed) while letting subclasses override specific steps (open for extension).,1
What is a common code smell signaling an OCP violation across a codebase?,A class with a single well-defined interface,Use of the final keyword on a class,Consistent naming conventions across classes,Repeated instanceof/type-checking or switch-on-type logic scattered across multiple methods to decide behavior,,4,Scattered type-checks that must all be updated for every new type are a strong signal that polymorphism should replace them for OCP compliance.,1
"Why is scattering type-checks across multiple methods worse than a clean, OCP-compliant design?",It has no real downside compared to polymorphism,It always runs faster than polymorphic dispatch,It automatically documents itself,"Every new type requires hunting down and editing every scattered check, increasing the chance of missing one and introducing bugs",,4,Centralizing behavior differences behind polymorphism (OCP) avoids the maintenance burden and error-risk of hunting down every scattered conditional.,1
Does adding a brand-new required method to an existing interface (like IDiscount) count as respecting OCP for classes that already implement it?,"No, it actually breaks OCP for existing implementers, since they'd fail to compile until updated with the new method","Yes, because interfaces can never be modified anyway","Yes, existing implementers are automatically unaffected","No, but only if the interface is marked final",,1,"Changing an existing interface's contract forces every current implementer to be edited, which is itself a modification-driven change — a known tension in evolving interfaces under OCP.",1
How can you add new behavior to an interface without breaking OCP for existing implementers (Java 8+)?,Convert the interface into an abstract class first,Add the new behavior as a default method with a sensible default implementation,Mark the new method as private,Force every implementing class to be rewritten immediately,,2,"Default methods let you evolve an interface with new capabilities while existing implementations continue compiling unchanged, preserving OCP for them.",1
Why are OCP-friendly systems often described as more resilient to changing business requirements?,Because they eliminate the need for requirements gathering,"Because new requirements can typically be met by adding new implementations rather than rewriting core, stable logic","Because they only work for static, unchanging businesses",Because they require no further development ever,,2,"Systems built around stable abstractions can absorb new business rules as additive extensions, without destabilizing the tested core.",1
Does OCP eliminate the need to test newly added code (like a new subclass)?,"No, new extensions still need their own tests; OCP just protects already-tested existing code from being disturbed","Yes, but only if the new class is private","Yes, new code never needs testing once OCP is applied","No, but only integration tests are needed, never unit tests",,1,"OCP reduces risk to existing code, but any new class/behavior still requires its own verification through testing.",1
"If a class's core logic must be edited every time a new business rule or type is introduced, which SOLID principle is most likely being violated?",Open/Closed Principle,"None, this is completely normal and expected",Interface Segregation Principle only,Dependency Injection exclusively,,1,Needing to repeatedly modify existing core logic for every new rule/type is the hallmark symptom of an OCP violation.,1
Why is OCP especially valuable in regulated or mission-critical software?,Because OCP is a legal requirement in all industries,Because it removes the need for audits entirely,"Because untouched, already-verified/certified code doesn't need to be re-tested or re-certified just because new features were added elsewhere",Because regulated software never needs any testing,,3,"In high-stakes domains, avoiding modification to already-certified code paths when adding features can meaningfully reduce costly re-verification and re-certification work.",1
What's a practical tip for spotting good OCP extension points in existing code?,Look for any class that has a constructor,Look for classes with the fewest lines of code,Look for places with 'if type == X' branches (or likely to grow that way) and consider replacing them with an interface plus polymorphism,Look for the longest method in the codebase and leave it untouched,,3,"Type-branching conditionals that are likely to grow are prime candidates for refactoring into polymorphic, OCP-compliant designs.",1
Which best summarizes the primary real-world benefit of applying OCP consistently?,It guarantees the codebase never needs any new classes again,It only benefits small codebases under 500 lines,"Systems can grow with new features safely by adding new code rather than editing stable, tested code, minimizing regression risk and enabling faster, more confident delivery",It eliminates the need for a QA/testing process entirely,,3,"OCP's central payoff is safer, faster growth: new capability is layered on top of proven, untouched foundations instead of risking destabilizing them.",1
"From the course notes, OCP was summarized with the phrase 'class -> extension -> inheritance, X modification.' What does the crossed-out 'modification' signify?",Modification is the preferred way to add new behavior,Modification of existing classes is explicitly the thing OCP wants you to avoid when adding new behavior,Modification refers to changing method names only,It has no particular meaning in the notes,,2,"The notes explicitly frame extension via inheritance as correct and modifying the existing class as the thing to avoid, matching OCP's definition.",1
"Which of these two designs is more OCP-compliant for a notification system supporting Email, SMS, and (soon) Push notifications?",A single sendNotification(String type) method with an if-else per notification type,Hardcoding email-sending logic directly inside every class that needs to notify someone,A single class with one huge method containing all notification logic inline,"A Notifier interface implemented by EmailNotifier, SmsNotifier, and later PushNotifier, called polymorphically",,4,An interface-based design lets you add PushNotifier later without touching existing EmailNotifier/SmsNotifier code or the calling logic — the OCP-compliant approach.,1
"In the Notifier example, what happens to existing EmailNotifier and SmsNotifier code when PushNotifier is added?",They must be deleted and replaced,They must be merged into a single class with PushNotifier,Nothing — they remain unmodified since PushNotifier is simply a new class implementing the same interface,They must both be rewritten to accommodate PushNotifier,,3,This is the practical payoff of OCP: existing implementations stay completely untouched when a new one is added.,1
Why is polymorphism described as 'the technical foundation' for OCP rather than inheritance alone?,Because inheritance alone always violates OCP,Because it's the ability to call the correct new implementation through a shared abstraction at runtime that lets new classes plug in without changing calling code,"Because polymorphism only works with abstract classes, never interfaces",Because polymorphism and OCP are entirely unrelated concepts,,2,"While inheritance/interface implementation establishes the relationship, it's polymorphic dispatch at runtime that actually lets new implementations be substituted transparently for OCP to work in practice.",1
What's the relationship between OCP and the Dependency Inversion Principle (the 'D' in SOLID)?,OCP requires violating DIP to work correctly,"Both rely on depending on abstractions rather than concrete implementations, letting new concrete classes be swapped in without changing high-level code",DIP is only about database connections,They are unrelated principles with nothing in common,,2,OCP and DIP are closely linked: depending on stable abstractions (DIP) is what makes it possible to extend behavior via new implementations without modification (OCP).,1
"A ReportExporter class has a method exportReport(String format) with if/else branches for PDF, CSV, and Excel. What's the OCP concern here?",It's fine because it uses a String parameter,"This only concerns the Single Responsibility Principle, not OCP",There is no OCP concern since export logic naturally belongs together,"Adding a new export format (e.g., JSON) requires modifying this existing, already-tested method",,4,"Every new format requires editing shared logic, which is exactly the kind of modification OCP aims to prevent as the system grows.",1
What's the OCP-compliant fix for the ReportExporter example?,Remove support for CSV and Excel entirely,"Add a new else-if branch every time a format is added, forever","Define an Exporter interface implemented by PdfExporter, CsvExporter, ExcelExporter, etc., selected and called polymorphically",Merge all export logic into one giant method for 'simplicity',,3,"An interface-based exporter design lets you add new formats as new classes without touching the existing, tested exporters or the calling code.",1
"Does following OCP typically increase or decrease the total number of classes in a codebase compared to a single, type-switching class?","It typically increases the number of classes, trading a bit of upfront structure for long-term safer extensibility",It has no effect on the number of classes ever,It only applies if there's exactly one class in the project,It always decreases the number of classes to just one,,1,"OCP-compliant designs favor several small, focused implementation classes over one large branching class, which is a deliberate trade-off for safer future extension.",1
Why is 'closed for modification' particularly important for code that's already in production and heavily relied upon?,"Because modifying well-tested, production-proven code risks introducing new bugs into behavior that many parts of the system already depend on",Because modification is always faster than extension,Because production code is automatically bug-free,Because production code can never be read again,,1,Code already running in production has accumulated implicit trust and test coverage; touching it to add unrelated new behavior risks destabilizing what already works.,1
"A class calculates shipping cost using `if (region == ""US"") {...} else if (region == ""EU"") {...}`. Which principle is most directly violated as more regions get added?",Liskov Substitution Principle,Open/Closed Principle,Single Responsibility Principle only,Interface Segregation Principle,,2,"Needing to keep editing this method every time a new region is introduced is a direct OCP violation, best solved with a ShippingStrategy interface per region.",1
What would an OCP-compliant redesign of the shipping cost example look like?,A single hardcoded shipping cost for every region,Removing shipping cost calculation entirely,"One method with an ever-growing list of else-if branches, accepted as unavoidable","A ShippingCostStrategy interface with one implementation class per region (USShipping, EUShipping, etc.), selected and invoked polymorphically",,4,Encapsulating each region's shipping rule behind a shared interface lets new regions be added as new classes without editing the existing calculation logic.,1
"Can OCP be violated even in a system that uses interfaces, if the interface itself keeps changing to accommodate every new case?","No, using any interface automatically guarantees full OCP compliance forever","Yes, but only if the interface has more than 10 methods","No, interfaces are immune to violating OCP by definition","Yes, constantly redefining the interface's contract to fit new cases is itself a form of modification, undermining OCP's goal",,4,"Simply using an interface isn't enough; if its contract must be reworked for every new requirement, the design still suffers from the same modification risk OCP tries to avoid.",1
What's a good sign that a class or interface is genuinely OCP-compliant in practice?,The class was written more than a year ago,The class has never been tested even once,"New requirements can repeatedly be satisfied by adding new classes, while the original interface and existing implementations stay untouched over multiple change cycles",The class has zero public methods,,3,"Real-world validation of OCP comes from observing, over time, that new features keep landing as new additive classes rather than edits to the stable core.",1
"Overall, why is OCP considered one of the most impactful SOLID principles for long-lived software systems?",Because it's the only principle that involves interfaces,Because it's the easiest principle to apply and requires no design effort,Because it eliminates the need for the other four SOLID principles,"Because most real systems must keep growing with new features, and OCP directly targets doing that safely without destabilizing what already works",,4,"Long-lived systems inevitably need new features; OCP directly addresses how to add them safely, making it especially valuable as software ages and grows.",1
