questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
Which real-world example is a commonly cited LSP violation: a Bird base class with a fly() method and a Penguin subclass?,"Penguin extends Bird and swims better, which is a valid LSP-compliant improvement",Bird should never have subclasses at all,"Penguin extends Bird but can't actually fly, so overriding fly() to throw an exception or do nothing breaks code that assumes every Bird can fly()","This has nothing to do with LSP, only with OCP",,3,"Like the Shape example, forcing Penguin to fulfill a fly() contract it cannot honestly support (throwing/no-op) is the same category of LSP violation as forcing Line to implement getVolume().",1
What is a good LSP-compliant fix for the classic Bird/Penguin fly() problem?,"Segregate the capability into interfaces, e.g. FlyingBird (fly()) and SwimmingBird (swim()), so Penguin only implements the abilities it actually has",Make fly() throw a RuntimeException in Penguin and document it well,Force every Bird subclass to override fly() with an empty body,Remove the Bird class entirely and use only Strings,,1,"This mirrors the Shape1D/2D/3D fix: segregating capability-specific interfaces lets each subtype only commit to contracts it can truthfully fulfill, restoring LSP.",1
How does LSP relate to the Interface Segregation Principle (ISP) in the Shape example?,LSP and ISP are entirely unrelated and never intersect in practice,Fixing LSP always breaks ISP and vice versa,Splitting the fat Shape interface into Shape1D/2D/3D interfaces is an ISP-driven refactor that also fixes the underlying LSP violation by only requiring subtypes to implement what applies to them,ISP only applies to abstract classes while LSP only applies to interfaces,,3,"In this codebase, segregating interfaces (ISP) is precisely what resolves the LSP violation, showing how the two principles reinforce each other in practice.",1
Does LSP only apply to interface implementation (implements) or also to class inheritance (extends)?,It applies only to final classes,"It applies to both — any subtype relationship, whether via extends or implements, must preserve behavioral substitutability",It applies only to abstract classes and never to interfaces,It applies only to interfaces and never to abstract or concrete class inheritance,,2,"LSP is a general principle about any subtyping relationship, covering class inheritance (extends) just as much as interface implementation (implements).",1
"If `AreaCalculator` were changed to accept `List<Object>` and use `instanceof Circle`, `instanceof Square`, etc. inside calculateTotalArea(), what design principles would this likely violate?","Only encapsulation, nothing else",Both LSP (special-casing types instead of trusting a shared contract) and OCP (needing to edit the method for every new shape type),"Nothing, this is a completely valid and recommended design",Only the Single Responsibility Principle,,2,"Type-checking each shape individually abandons the trust-the-contract behavior LSP relies on, and also forces edits for every new shape type, violating OCP as well.",1
Why is 'the subtype should never do less than the base type promises' a useful informal way to remember LSP?,"It captures that overriding methods shouldn't narrow behavior, throw unexpected exceptions, or return degenerate/meaningless results compared to what callers of the base type expect",Because it means every subtype must return larger numeric values,Because it means subtypes can never override base methods,Because subtypes must always add brand-new unrelated methods,,1,"This mnemonic reflects the core of LSP: a substitute must be at least as capable and well-behaved as the base type promised, never quietly doing less or breaking expectations.",1
What real benefit does an LSP-compliant Shape1D/2D/3D design give AreaCalculator and VolumeCalculator when a new shape like Triangle is added?,Triangle must implement both Shape2D and Shape3D to be added safely,AreaCalculator must be rewritten with a new if-else branch for Triangle,"Triangle can simply implement Shape2D and immediately work correctly with AreaCalculator with zero changes to AreaCalculator's code, since every Shape2D can be trusted",VolumeCalculator must also be updated even though Triangle is 2D,,3,"Because AreaCalculator trusts the Shape2D contract fully (LSP), any new, well-behaved Shape2D implementation like Triangle plugs in immediately without modification — this also demonstrates OCP in action.",1
Which of these is a subtle LSP violation even when the subtype technically overrides every base method?,A subtype that marks its class as final,A subtype that adds an extra constructor overload,A subtype override that changes the meaning of the result (e.g. a Stack.push() subtype that silently drops items instead of storing them) while keeping the same method signature,"A subtype that implements an additional, unrelated interface",,3,LSP violations aren't only about missing methods; they include semantically broken overrides that keep the same signature but silently change or corrupt expected behavior.,1
Can throwing `UnsupportedOperationException` from an inherited method ever be considered a valid LSP-compliant design choice?,"Rarely, and only if it's clearly documented as part of the type's contract everywhere it's used; in general it's a strong signal of an LSP violation, as seen in the original fat Shape interface",No exception can ever be thrown from any method in Java,"Yes, always, since exceptions are a normal part of Java","Yes, because exceptions automatically satisfy any interface contract",,1,"While Java technically allows it, silently throwing to reject part of an inherited contract (like the original getVolume() on Line) is the textbook symptom of an LSP violation the notes are fixing.",1
What does 'history constraint' mean in the formal definition of LSP (property changes over time)?,It means subtypes must keep a log file of every method call,A subtype shouldn't allow state-changing operations that a client of the base type wouldn't expect to be possible (e.g. making an otherwise-immutable base property mutable in a subtype),It means a subtype must be created before its base class in code,It refers only to Git commit history of the class,,2,"The history constraint says subtypes shouldn't introduce new ways to change state that violate invariants clients could rely on in the base type, preserving predictable behavior over an object's lifetime.",1
"In the notes, why is a `Cuboid` grouped with `Sphere` under `getV` and `getA` in the diagram (both listed together) while `Circle`/`Square` are grouped separately under `getArea` only?","Cuboid and Sphere are 3D solids needing both area (surface area) and volume, while Circle and Square are 2D shapes needing only area — reflecting the real behavioral differences that the segregated interfaces must respect",Because Cuboid and Sphere are the only shapes with constructors,Because Circle and Square cannot be instantiated,There is no meaningful difference; it was a random grouping,,1,"The groupings in the notes reflect real dimensional differences in what operations genuinely make sense for each shape, which is exactly the distinction the Shape1D/2D/3D redesign is built around.",1
What would be an LSP violation if a `ReadOnlyList` subclass overrode `add()` to silently do nothing instead of throwing an exception?,"Callers using the base List's add() contract would believe an item was added successfully when it silently wasn't, producing incorrect program behavior downstream",This has nothing to do with LSP since add() still compiles,This is perfectly fine since silent failures are always safer than exceptions,It's only a problem if the list is empty,,1,"Silently no-op-ing a mutating method the base type promises to perform breaks the postcondition callers rely on, corrupting program correctness without any visible warning — a classic LSP violation.",1
Why is LSP often considered harder to verify automatically (e.g. via a compiler) than SRP or OCP?,Compilers fully enforce LSP through the type system,"LSP only applies to private methods, which compilers ignore",LSP is actually the easiest principle to check automatically,"LSP is about behavioral/semantic correctness (does the subtype truly honor the contract's meaning), which compilers can't check — only that method signatures match, not that behavior is consistent",,4,"A compiler verifies structural conformance (method signatures exist), but LSP requires semantic/behavioral conformance, which typically needs tests, code review, or design discipline to catch violations like the original Shape interface.",1
What test can help catch LSP violations during code review?,"Ask 'if I substitute this subtype wherever the base type is expected, does every existing caller still behave correctly and as documented?'",Ask 'does this class have more than 3 fields?',Ask 'does this class have a constructor?',Ask 'is this class marked public?',,1,This substitutability thought experiment is the practical heuristic for spotting LSP violations: swap in the subtype and check whether any caller's assumptions break.,1
"Overall, what is the main real-world payoff of designing Shape1D/Shape2D/Shape3D instead of one fat Shape interface?",It removes the need for any interfaces at all,It guarantees the code runs faster at runtime,It reduces the total number of .java files needed,"Every shape type honestly fulfills its contract, so calculators and other client code can safely, polymorphically trust any object of the given interface without special-casing or risking broken behavior",,4,"LSP's payoff here is reliability: client code (AreaCalculator, VolumeCalculator) can trust the contract completely, enabling safe polymorphism without instanceof checks or runtime surprises.",1
Which statement correctly distinguishes LSP from simple method overriding rules in Java?,LSP is a Java-only concept with no meaning in other languages,Java's compiler only enforces that overriding methods have compatible signatures and covariant return types; LSP additionally demands the overridden behavior stays semantically consistent with what callers of the base type expect,Java's compiler and LSP check exactly the same things,Method overriding is impossible unless LSP is followed,,2,"The compiler's checks (signature matching, covariant returns) are necessary but not sufficient for LSP; true LSP compliance is a semantic guarantee beyond what static type-checking can verify.",1
