questionText,option1,option2,option3,option4,option5,correctOptions,correctOptionExplanation,points
Why is the word 'inversion' apt for describing this principle?,It refers to inverting boolean return values in tests,"It inverts the conventional dependency direction — instead of high-level code depending on low-level details, the low-level details now depend on (implement) the shared abstraction that the high-level code also depends on",It means classes must be declared in reverse alphabetical order,It means the code must be written upside down in the file,,2,"'Inversion' captures the flip from the traditional layered dependency (high-level -> low-level) to both layers depending on an abstraction, with low-level details now depending on (implementing) that abstraction.",1
What is the difference between Dependency Injection (DI) and the Dependency Inversion Principle (DIP)?,"DIP is the design principle (depend on abstractions, not concretions); DI is a common technique/pattern used to implement it, typically by passing dependencies in via constructor, setter, or interface",DI is the principle; DIP is only a coding technique,DIP applies only to interfaces while DI applies only to abstract classes,They are exactly the same thing with two different names,,1,"DIP is the 'what and why' (depend on abstractions), while DI is a practical 'how' — supplying required objects from outside rather than letting a class construct them itself.",1
Which of these is NOT a common form of Dependency Injection?,Setter injection,Instanceof injection,Constructor injection,Interface injection,,2,"Constructor, setter, and interface injection are the three classical forms of DI; 'instanceof injection' isn't a real technique — instanceof is a type-check operator, unrelated to supplying dependencies.",1
"In the notes' Main.java, `AreaCalculator areaCalculator = new AreaCalculator(shapes2D);` is commented 'Injecting dependencies from outside.' What role does Main play here?",Main acts as the Shape2D interface itself,"Main acts as the composition root, wiring together concrete objects and injecting them into the classes (like AreaCalculator) that depend on abstractions",Main acts as a low-level module implementing Shape2D,Main has no role in dependency management,,2,"The composition root is the place in an application where concrete dependencies are constructed and wired together before being handed to the high-level code that depends on abstractions — here, that's Main.",1
What benefit does DIP provide for unit testing AreaCalculator?,DIP requires disabling all tests for calculator classes,You must always use real Circle and Square objects in every test,DIP has no effect on testing whatsoever,"You can pass in a list of fake/mock Shape2D implementations during tests instead of real shape classes, without changing AreaCalculator's code at all",,4,"Because AreaCalculator depends only on the Shape2D abstraction (injected from outside), tests can substitute lightweight mock shapes implementing Shape2D, isolating AreaCalculator's logic from real implementations.",1
"If a new `Triangle` class is created implementing `Shape2D`, does `AreaCalculator`'s source code need to change to support it?","No — AreaCalculator only depends on the Shape2D abstraction, so any new implementation can be injected via the constructor without modifying AreaCalculator","Yes, AreaCalculator's calculateTotalArea() method must be edited to add a Triangle-specific branch","Yes, the Shape2D interface must be deleted and rewritten","Yes, AreaCalculator must be recompiled with a new constructor signature for Triangle",,1,"This is DIP (and OCP) working together: because AreaCalculator only knows about the Shape2D contract, any new implementer plugs in through the existing constructor with zero changes to AreaCalculator itself.",1
How does DIP relate to the Open/Closed Principle (OCP) in this codebase?,Depending on the Shape2D/Shape3D abstractions (DIP) is what makes it possible to add new shape types as pure extensions without modifying AreaCalculator or VolumeCalculator (OCP),"OCP requires abandoning interfaces, which DIP relies on",DIP and OCP are unrelated principles that never interact,Following DIP always breaks OCP as a necessary tradeoff,,1,"DIP and OCP are closely linked: by coding against stable abstractions (DIP), you gain the ability to extend behavior with new implementations without editing existing, tested code (OCP).",1
What is an Inversion of Control (IoC) container's role in a larger DIP-based system?,"It automates the process of constructing concrete objects and injecting them into classes that depend on abstractions, taking over the manual wiring that Main.java does by hand in this small example",It removes the need for interfaces entirely,It only works with primitive data types,It converts all interfaces into abstract classes automatically,,1,"In larger frameworks (like Spring), an IoC container automates what Main.java does manually here — constructing dependencies and injecting them into classes that expect abstractions — at application startup.",1
"Without DIP, if AreaCalculator directly instantiated `new Circle(5)` inside itself, what would happen to its reusability across different sets of shapes?",It would have no effect on reusability,It would become more reusable since it needs no external input,It would automatically support every possible shape type,It would be severely limited — AreaCalculator would always calculate the area of the same hardcoded shape(s) rather than whatever shapes are supplied by the caller,,4,"Hardcoding concrete dependencies locks a class into one fixed behavior, while depending on an injected abstraction (Shape2D) lets the same AreaCalculator work correctly with any valid combination of shapes.",1
What does 'abstractions should not depend on details' mean in the context of the Shape2D interface?,"Shape2D's contract (getArea()) should be defined independent of any specific shape's internal implementation, such as how Circle happens to compute Math.PI * radius * radius",Shape2D must contain the actual formula for calculating a circle's area,Shape2D must be declared inside the Circle class,Shape2D must know about every class that implements it,,1,The abstraction (Shape2D) only defines the contract; it has no knowledge of or dependency on how any particular implementer like Circle computes its own value — that stays wholly in the 'detail'.,1
"Conversely, what does 'details should depend on abstractions' mean here?",Details should never implement any interface at all,Circle should depend directly on AreaCalculator's internal implementation,"Circle, Square, and Rectangle (the details) all implement the Shape2D interface, so they conform to and depend on the abstraction rather than the abstraction depending on them",Shape2D should be rewritten every time a new shape class is added,,3,"Each concrete shape class depends on (implements) the Shape2D contract, fulfilling its obligations, rather than the abstraction being shaped around any one specific implementation.",1
Which design pattern is most directly related to how Main.java wires AreaCalculator and VolumeCalculator together?,The Singleton pattern applied to AreaCalculator,The Visitor pattern applied to Main,The Composition Root pattern (sometimes paired with a Factory or Builder for object construction),The Decorator pattern applied to Shape2D,,3,"Main.java functions as a composition root: a centralized place where the object graph (concrete shapes, calculators) is assembled and injected, a common pattern in DI-based designs.",1
"If VolumeCalculator's constructor were changed to `public VolumeCalculator() { this.shapes = List.of(new Sphere(3)); }`, what DIP violation would this introduce?",It would automatically make VolumeCalculator more testable,"VolumeCalculator would create its own dependency (a hardcoded Sphere) internally instead of receiving it from outside, tightly coupling it to one specific shape and configuration",It would have no real effect since Sphere already implements Shape3D,It would violate the Liskov Substitution Principle instead of DIP,,2,Creating the dependency internally (`new Sphere(3)` inside the constructor) reintroduces the exact problem DIP fixes: the high-level calculator becomes hardwired to one specific low-level detail instead of depending on an externally supplied abstraction.,1
What is a key practical benefit of DIP for swapping implementations in production (e.g. replacing a real payment gateway with a sandbox one for staging)?,DIP makes it impossible to ever change implementations once deployed,"DIP only applies to shape-calculation code, not other domains","Because high-level code depends only on an abstraction (like a PaymentGateway interface), you can inject a different concrete implementation (sandbox vs. production) without changing the high-level code at all",You would need to rewrite all business logic to switch implementations,,3,"This is the general power of DIP beyond the Shape example: because business logic depends on abstractions, swapping environments or implementations (e.g. sandbox vs. production services) requires no change to the dependent high-level code.",1
Does DIP mean a class should never call 'new' anywhere in its own code?,"Yes, the 'new' keyword can never appear anywhere in a DIP-compliant codebase","Not necessarily everywhere — but for its true external collaborators/dependencies (like the shapes AreaCalculator operates on), those should typically be injected rather than constructed internally by the dependent class","No, DIP has nothing to do with object construction at all","Yes, but only inside interfaces",,2,"DIP specifically targets a class's dependencies on other collaborating components; 'new' is fine for genuinely internal, non-substitutable details, but external, swappable dependencies should be supplied from outside.",1
What is the 'composition root' anti-pattern's opposite — i.e. what goes wrong if dependency construction is scattered throughout many classes instead of centralized?,Nothing goes wrong; scattering construction is always preferable,It eliminates the need for interfaces,It automatically makes the application faster,"It becomes hard to see or control the full object graph, and low-level construction details leak into many high-level classes, undermining the decoupling DIP is meant to provide",,4,"If every class constructs its own dependencies rather than a centralized composition root injecting them, you lose the clean separation between policy (high-level) and detail (low-level) construction that DIP relies on.",1
How does DIP affect the direction of source-code dependency between AreaCalculator.java and Circle.java?,Both files must import each other for the code to compile,"AreaCalculator.java does not need to import or reference Circle.java at all — it only references the Shape2D interface, while Circle.java is the one that depends on (implements) Shape2D",AreaCalculator.java must import Circle.java directly to work at all,Circle.java must import AreaCalculator.java directly,,2,"Because AreaCalculator only works with the Shape2D abstraction, it has no source-level dependency on Circle at all; instead, Circle depends on Shape2D — a concrete demonstration of inverted dependency direction.",1
"Why is DIP considered essential for building loosely coupled, maintainable large-scale systems?",It guarantees the system will never need any testing,"It lets high-level business logic remain stable and unaffected while low-level implementation details (databases, external services, specific algorithms) evolve or get swapped independently",It only matters for systems with a graphical user interface,It eliminates the need for any design principles beyond DIP,,2,"By insulating high-level policy from low-level detail through shared abstractions, DIP allows implementation details to change, be replaced, or multiply without destabilizing the core business logic that depends on them.",1
"In the shipped code, which two classes act as the 'high-level modules' that depend on abstractions rather than concrete shape classes?",Main and Scanner,Shape2D and Shape3D,Circle and Square,AreaCalculator and VolumeCalculator,,4,AreaCalculator and VolumeCalculator represent the high-level orchestration logic; they depend on the Shape2D and Shape3D abstractions rather than on any specific concrete shape class.,1
Which two interfaces act as the shared abstractions that both the high-level calculators and the low-level shape classes depend on?,AreaCalculator and VolumeCalculator,Circle and Sphere,Shape2D and Shape3D,Main and List,,3,"Shape2D and Shape3D are the abstractions sitting between the high-level calculators and the low-level concrete shape classes, enabling the inverted dependency structure DIP calls for.",1
What common misconception about DIP is worth avoiding?,"That DIP simply means 'use interfaces everywhere,' rather than its actual focus on which direction dependencies point and ensuring both high- and low-level code depend on shared abstractions",That Dependency Injection is a common technique for implementing DIP,That DIP applies to classes and interfaces,That DIP is part of the SOLID principles,,1,"Merely sprinkling interfaces into a codebase doesn't guarantee DIP; what matters is that high-level policy code depends on the abstraction rather than directly on low-level concrete details, with dependencies supplied from outside.",1
"Overall, what is the main real-world payoff of AreaCalculator and VolumeCalculator receiving their shape lists via constructor injection instead of creating them internally?",It guarantees the program never throws an exception,It reduces the number of interfaces needed in the project,"High-level calculation logic stays decoupled from specific shape implementations, making the code more testable, flexible, and safely extensible as new shape types are added",It removes the need for a Main method entirely,,3,"DIP's payoff here mirrors the broader SOLID goal: decoupled, flexible code where high-level logic (calculators) and low-level details (shapes) can each evolve independently through a shared, stable abstraction.",1
